sku,name,active,variants,variantType,variantName,price,discountedPrice,purchasePrice,quantity,shippingWt,minQuanity,maxQuantity,productDescription,hsnCode,gst,color,keywords,out_of_stock
CK0038,Dark chocolate cake and Flowers,NO,NO,variant,,2899,2899,0,10,0,1,10,"<p>1kg</p>
",,,,,NO
CK0036,Blackforest cake and Chocolates and flowers,NO,NO,variant,,2699,2699,0,10,0,,,"<p>1kg</p>
",,,,,NO
CK0035,vanilla cake- chocolates ,NO,NO,variant,,1199,1199,0,10,0,,,"<p>1kg</p>
",,,,,NO
CK0034,cake and Chocolates,NO,NO,variant,,1499,1499,0,10,0,,,"<p>1kg</p>
",,,,,NO
CK0033,Chocolate cake And Bamboo,NO,NO,variant,,899,899,0,10,0,,,"<p>1kg</p>
",,,,,NO
CK0032,Red Roses And Chocolate cake,NO,NO,variant,,1249,1249,0,10,0,,,"<p>1kg</p>
",,,,,NO
CK0031,Red Velvet Anniversary cake,NO,NO,variant,,949,949,0,10,0,,,"<p>1kg</p>
",,,,,NO
CK0030,Avengers Vanilla Photo cake,NO,NO,variant,,1449,1449,0,10,0,,,"<p>1kg</p>
",,,,,NO
CK0029,Photo cake For Kid,YES,NO,other,,799,799,0,10,0,1,10,"<p>good product</p>
",,,,,NO
CK0028,Spiderman Vanilla Photo cake,YES,NO,other,,749,749,0,10,0,1,10,"<p>1kg</p>
",,,,,NO
CK0027,Pubg Photo cake,YES,NO,other,,749,749,0,10,0,1,10,"<p>1kg</p>
",,,,,NO
CK0026,Couple Photo cake,YES,NO,other,,799,799,0,10,0,1,10,"<p>1kg</p>
",,,,,NO
CK0024,Ben 10 Photo cake,YES,NO,other,,749,749,0,10,0,1,10,"<p>1kg&nbsp;</p>
",,,,,NO
CK0023,Kitkat Photo cake,YES,NO,other,,2499,2499,0,10,0,1,10,"<p>1kg</p>
",,,,,NO
CK0022,Heart Shape Photo cake,YES,NO,other,,1549,1549,0,10,0,1,10,"<p>1kg</p>
",,,,,NO
CK0021,Fruit cake,NO,NO,variant,,999,999,0,10,0,1,10,"<p>good product</p>
",,,,"eggless cake,cake",NO
CK0020,Chocolate Truffle cake,NO,NO,variant,,699,699,0,10,0,1,10,"<p>1 kg</p>
",,,,"cake,eggless cake",NO
CK0019,Strawberry Vanilla Heart Shape cake,NO,NO,variant,,799,799,0,10,0,1,10,"<p>good product</p>
",,,,cake,NO
CK0018,Butterscotch cake,NO,NO,variant,,699,699,0,10,0,1,10,"<p>1kg</p>
",,,,cake,NO
CK0017,Choco Vanilla Fusion cake,NO,NO,variant,,899,899,0,10,0,1,10,"<p>1kg</p>
",,,,cake,NO
CK0016,Choco Vanilla cake,NO,NO,variant,,799,799,0,10,0,1,10,"<p>good product</p>
",,,,,NO
CK0015,Butter Scotch cake,NO,NO,variant,,599,599,0,10,0,1,10,"<p>1kg</p>
",,,,cake,NO
CK0014,Pineapple cake,NO,NO,variant,,599,599,0,10,0,1,10,"<p>1 kg</p>
",,,,cake,NO
CK0013,Black Forest cake,NO,NO,variant,,599,599,0,10,0,1,10,"<p>good product</p>
",,,,,NO
BK049,"Classmate Notebook - A4, Ruled, Single Line 240PAGES",YES,NO,variant,,80,80,80,10,0,1,10,"<p>goog quality</p>
",,,,,NO
BK048,Stapler Pin Pack - 24/6 20 pcs,YES,NO,variant,,340,340,340,10,0,1,10,"<p>good product</p>
",,,,,NO
BK047,"Tape - Transparent, 5K, 2 inches",YES,NO,variant,,15,15,15,1,0,1,10,"<p>nice product</p>
",,,,,NO
BK046,Kores Glue Stick Non Toxic - Big,YES,NO,variant,,30,30,30,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK045,Sketch Pen - Assorted Set,YES,NO,variant,,30,29,29,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK044,"Doms Colour Pencil box - 12 Colours, 12 pcs",YES,NO,variant,,50,50,50,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK043,"Cello Ball Pen - Blue, Benz, 1 pc",YES,NO,variant,,45,45,45,10,0,1,10,"<p>good product</p>
",,,,,NO
BK042,"Classmate Notebook - A4, Unruled, 140 Pages",YES,NO,variant,,69,69,69,1,0,1,10,"<p>nice product</p>
",,,,,NO
BK041,"Cello Techno Tip Ballpoint Pens Blue, 10 pcs",YES,NO,variant,,100,100,100,1,0,1,10,"<p>good quality</p>
",,,,,NO
BK0102,"Camlin DVD OHP marker, 5pcs",YES,NO,variant,,100,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
BK040,Luxor CD/DVD/OHP Marker Pen 1PC,YES,NO,variant,,60,60,60,10,0,1,10,"<p>nice&nbsp; product&nbsp;</p>
",,,,,NO
BK039,Techno Tip Ballpoint Pens Black 10PCS,YES,NO,variant,,115,115,115,10,0,1,10,"<p>good product</p>
",,,,,NO
BK038,Ball Pen - Brite Black5 pcs,YES,NO,variant,,29,29,29,10,0,1,10,"<p>good product</p>
",,,,,NO
BK037,"Ballpoint Pen - Black, Pinpoint 10 pcs",YES,NO,variant,,99,99,99,10,0,1,10,"<p>good product</p>
",,,,,NO
BK036,Fingergrip Ball Pen Black5 pcs,YES,NO,variant,,50,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
BK035,Permanent Marker - Black 1PC,YES,NO,variant,,25,25,25,10,0,1,10,"<p>good product</p>
",,,,,NO
BK034,Platinum Extra Dark Pencils,YES,NO,variant,,60,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
BK033,"Rubber Bands - Nylon, Assorted Colour, 1 inch",YES,NO,variant,,19,19,19,10,0,1,10,"<p>good product</p>
",,,,,NO
BK032,Stapler 10,YES,NO,variant,,50,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
BK031,Camel Scholar Mathematical Drawing Instruments,YES,NO,variant,,119,119,119,10,0,1,10,"<p>good product</p>
",,,,,NO
BK030,"Classmate Scale - Plastic, 30 Cm SET OF 5",YES,NO,variant,,90,90,90,10,0,1,10,"<p>good product</p>
",,,,,NO
BK029,Apsara Eraser - White,YES,NO,variant,,6,6,6,10,0,1,10,"<p>good product</p>
",,,,,NO
BK028,"Cello Ball Pen - Black, Paper Soft, 1 pc",YES,NO,variant,,20,20,20,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK027,luxor chisel colour markers set,YES,NO,variant,,129,129,129,10,0,1,10,"<p>good product</p>
",,,,,NO
BK024,SNDIA 5-PACK Multicolor Mesh Zippered Pen Pencil Case & Travel Pouch (24 X 12 cm),YES,NO,variant,,399,399,399,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK025,GOLD LEAF Printed Tape Small Handheld Designed Art & Craft Tape Assorted Designs (Set Of 100),YES,NO,variant,,599,599,599,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK023,liberty fs size white long note book 180pgs,YES,NO,variant,,100,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
BK022,liberty FS size book 200pgs,YES,NO,variant,,149,149,149,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK021,cello chisel colour marker set,YES,NO,variant,,120,120,120,10,0,1,10,"<p>good product</p>
",,,,,NO
BK020,iDream 180 Pages Sticker Mini Animal Sticky Notes Four Fold Memo Pad School Stationery Supplies,YES,NO,variant,,299,299,299,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK019,Pilot Hi-Techpoint 05 - 2Blue + 1Black,YES,NO,variant,,119,119,119,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK018,Faber-Castell Textliner - Pack of 5 (Assorted),YES,NO,variant,,100,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
BK017,Apsara Art Kit,YES,NO,variant,,199,199,199,10,0,1,10,"<p>good product</p>
",,,,,NO
BK016,Staedtler Triangular Ball Pen (Set Of 10 Colours),YES,NO,variant,,299,299,299,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK015,pen pouches,YES,NO,variant,,30,30,30,10,0,1,10,"<p>good product</p>
",,,,,NO
BK014,"Pindia Color Sheet Set, A4 Size - Pack of 100 Sheets (Multicolor)",YES,NO,variant,,300,300,300,10,0,1,10,"<p>good product</p>
",,,,,NO
BK013,Apsara Marvel Avengers Extra Dark Pencils - Pack of 10 4.1 out of 5 stars 112,YES,NO,variant,,100,100,100,10,0,1,10,"<p>nice product</p>
",,,,,NO
BK012,mvr white long note 120pgs,YES,NO,variant,,50,50,50,10,0,1,10,"<p>Good product</p>
",,,,,NO
BK011,pen pouches plain,YES,NO,variant,,29,29,29,10,0,1,10,"<p>good product</p>
",,,,,NO
BK010,Apsara Scholars Kit,YES,NO,variant,,199,199,199,10,0,1,10,"<p>good&nbsp; product</p>
",,,,,NO
BK009,"Kabeer Art Sticky Notes & Page Markers Binder Pack, 250 Assorted Size Notes, 125 Page Markers, 25 X 19 cm, Assorted Colors 3.1 out of 5 stars 41",YES,NO,variant,,300,300,300,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0174,arun ice cream REGULAR chocolate,YES,NO,variant,,30,30,30,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0171,Dilpasand full round piece,YES,NO,variant,,65,65,65,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0169,Sweet bun 1pc,YES,NO,variant,,20,20,20,10,0,1,10,"<p>good&nbsp; product</p>
",,,,,NO
RY0168,"kwality walls Frozen Dessert - Kesar Pista, Party Pack700 ml",YES,NO,variant,,159,159,159,9,0,1,10,"<p>good product</p>
",,,,,NO
RY0167,Badam rolls 500gms,YES,NO,variant,,120,120,120,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0166,kwality walls Cornetto - Disc Black Forest Frozen Dessert,YES,NO,variant,,59,59,59,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0161,Lotte Choco Pie Creamfilled Biscuit 336 g,YES,NO,variant,,108,35,35,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0159,Arun ice regular vanilla cup,YES,NO,variant,,25,25,25,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0157,arun ice cream cone raspberry,YES,NO,variant,,30,30,30,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0156,Balaji Foods Till Laddu 200 g,YES,NO,variant,,68,350,350,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0154,kwality walls paddle pop lemon blast,YES,NO,variant,,12,12,12,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0150,kwality walls paddle pop chocobar mini,YES,NO,variant,,12,12,12,10,0,1,10,"<p>nice product</p>
",,,,,NO
RY0148,Cornetto - Double Chocolate Frozen Dessert115 ml,YES,NO,variant,,50,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0147,arun ice cream tube 1000ml dark chocolate,YES,NO,variant,,300,300,300,10,0,1,10,"<p>good product</p>
",,,,,NO
RY0142,kwality walls paddle pop orange maha bar,YES,NO,variant,,12,12,12,10,0,1,10,"<p>good&nbsp; product</p>
",,,,,NO
RY0141,kwality walls paddle pop green apple,YES,NO,variant,,16,16,16,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0650,Potato Chips - Indias Magic Masala,YES,NO,variant,,45,11,11,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0648,Knorr  Soup - Classic Tomato,YES,NO,variant,,55,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0647,Sugar Free Dark Chocolate- 55% Rich In Cocoa,YES,NO,variant,,95,125,125,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0644,Namkeen - Cornflakes Mixture (Del),YES,NO,variant,,133,133,133,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0641,ACT II Instant Popcorn - Classic Salted,YES,NO,variant,,32,11,11,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0639,Ching's Chutney - Schezwan 250g,YES,NO,variant,,80,70,70,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0638,Fun foods Mayonnaise - Veg,YES,NO,variant,,70,110,110,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0637,Kelloggs Wheat Flakes - All Bran,YES,NO,variant,,195,199,199,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0636,Bambino  pep Macaroni - Elbow,YES,NO,variant,,95,100,100,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0635,Sunfeast  Farmlite Biscuit - Oats & Almonds 150g ,YES,NO,variant,,50,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0634,Knorr  Cup-A-Soup - Manchow Veg,YES,NO,variant,,10,69,69,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0633,Kellogg's Corn Flakes 475 gm ,YES,NO,variant,,135,330,330,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0632,Dukes sour cream and onion nibbles  150g,YES,NO,variant,,30,120,30,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0631,Kissan Tomato Ketchup - 500g,YES,NO,variant,,95,125,125,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0623,Hommade - Tomato Puree-200g,YES,NO,variant,,25,30,30,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0645,Sri shakti -urad Papad - Punjabi Masala,YES,NO,variant,,75,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0629,Sunfeast Farmlite Biscuit Oats & Raisins 150G ,YES,NO,variant,,65,65,65,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0627,Idly Dosa Batter,YES,NO,variant,,70,70,70,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0628,Dabur Hommade - Coconut Milk,YES,NO,variant,,75,75,75,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0626,Cadbury Dairy Milk Silk Bubbly Chocolate Bar 50 g,YES,NO,variant,,80,300,300,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0624,Mc cain Potato Bites - Chilli Garlic,YES,NO,variant,,115,105,105,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0630,Maggie Roasted Spices - Masala-ae-Magic,YES,NO,variant,,55,59,59,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0622,Healthy life oats - 1kg,YES,NO,variant,,130,100,100,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0621,Microwave Popcorn - Butter Lovers Flavors,YES,NO,variant,,200,80,80,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0619,Skittles wildberry pouch 29pg,YES,NO,variant,,30,6,30,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0618,Saffola  vegie twist instant Masala Oats - Classic Masala,YES,NO,variant,,20,20,20,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0617,Kissan fresh  Ketchup - Tomato,YES,NO,variant,,98,100,100,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0616,Haldiram's  Nagpur  - Moong Dal -400g,YES,NO,variant,,95,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0615,MTR ravva instant idli mix 1kg,YES,NO,variant,,180,80,80,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0614,Haldiram's nagpur Aloo bhujia 150g,YES,NO,variant,,35,87,87,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0612,Del Monte tamato ketchup 500g,YES,NO,variant,,38,60,60,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0611,Britania Classic - Little Hearts 75g,YES,NO,variant,,20,6,6,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0610,Good Night Green Shakti Low Smoke Coil  10N,YES,NO,variant,,34,34,34,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0609,Dabur Honey 500 gm ,YES,NO,variant,,160,250,250,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0607,Mcvitie's Digestive Biscuits Value Pack 200 g,YES,NO,variant,,30,159,159,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0604,Disano Crunchy Peanut Butter 1 kg,YES,NO,variant,,210,275,275,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0602,Snactac Italian Veg Soup 60 g ,YES,NO,variant,,25,12,12,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0601,Kellogg's Corn Flakes With Real Almond & Honey 1 kg,YES,NO,variant,,475,180,180,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0600,Cadbury Dairy Milk Home Treats Minis 126 g,YES,NO,variant,,120,150,150,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0599,Sunfeast Yippee Saucy Masala Instant Noodles 65 g,YES,NO,variant,,12,12,12,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0598,Haldiram's Namkeen - Bhelpuri ,YES,NO,variant,,55,42,42,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0597,Haldiram's Nagpur Boondi 150 g,YES,NO,variant,,32,44,44,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0596,Haldiram's Nagpur Salted Peanuts 150 g,YES,NO,variant,,45,50,50,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0595,Masala Piri Piri French Fries 400 g,YES,NO,variant,,95,300,300,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0594,Dukes Creme 4 Fun Cream Biscuits Combo Pack 450 g,YES,NO,variant,,60,99,99,10,0,1,10,"<p>good -products</p>
",,,,,NO
KR0592,Mc cain Smiles - Crispy Happy Potatoes 415g,YES,NO,variant,,115,110,110,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0591,Tomato Ketchup 1 Kg,YES,NO,variant,,350,350,350,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0590,Dukes Nice Sugar Sprinkled Coconut Biscuits 150 g,YES,NO,variant,,20,150,150,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0589,Sunfeast Dark Fantasy Choco Fill Cookies 300 g,YES,NO,variant,,80,150,150,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0588,Maggi Nutri-licious Masala Instant Veg Atta Noodles 72.5 g,YES,NO,variant,,20,15,15,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0586,Kellogg's Fruit & Nut Crunchy Muesli 500 g,YES,NO,variant,,300,110,110,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0584,Lay`s American Style Cream N Onion Chips 78 g,YES,NO,variant,,30,180,180,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0582,Lizol Kitchen Power Cleaner Trigger Spray 450 ml,YES,NO,variant,,130,85,85,10,0,1,10,"<p>good-prouduct</p>
",,,,,NO
KR0580,Bambino Vermicelli - Roasted 500g,YES,NO,variant,,25,99,99,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0579,Britannia 50-50 Maska Chaska Biscuits 120 g,YES,NO,variant,,30,60,60,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0578,Kellogg's Nuts Delight Muesli 250 g (Pouch),YES,NO,variant,,150,300,300,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0576,Cadbury Oreo Original Vanilla Cream Biscuits 50 g,YES,NO,variant,,12,12,12,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0575,Parle Biscuits - Monaco Salted Snack 200g,YES,NO,variant,,30,99,99,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0572,Safal Frozen Green Peas 500 g,YES,NO,variant,,130,150,150,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0570,Kissan Mixed Fruit Jam 500g,YES,NO,variant,,140,62,62,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0569,Kellog's Chocos 375 g,YES,NO,variant,,175,60,60,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0567,"Comfort After Wash Anti Bacterial Fabric Conditioner, 220 ml",YES,NO,variant,,55,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0564,Britannia NutriChoice Hi-Fibre Digestive Biscuits 100 g,YES,NO,variant,,20,20,20,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0563,Quaker Oats 1kg,YES,NO,variant,,172,186,186,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0561,Good Life Guntur Stemless Chilli 200 g,YES,NO,variant,,80,180,180,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0560,Telugu Foods Tomato Pickle 300 g,YES,NO,variant,,90,119,119,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0559,Hit Gel Stick - Eliminate Cockroaches,YES,NO,variant,,215,30,30,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0558,"Indulekha Shampoo - Bringha, Anti-Hairfall, 100 ml",YES,NO,variant,,150,30,150,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0557,"Indulekha Bhringa Hair Oil, 100 ml",YES,NO,variant,,410,432,432,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0556,Telugu Foods Ginger Pickle 50 g,YES,NO,variant,,10,119,119,10,0,1,10,"<p>good-product</p>
",,,,,NO
KR0554,Samvaad Mogra Agarbatti 110 gm,YES,NO,variant,,45,55,55,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0552,Tropicana Orange Delight Fruit Juice 1 L,YES,NO,variant,,75,300,300,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0551,Weikfield Cornflour 100 g,YES,NO,variant,,28,75,75,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0547,Good Knight Xpress System Mosquito Vaporiser (1 Unit 1 Refill),YES,NO,variant,,75,100,100,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0546,"Dabur Almond Hair Oil - Damage Free Hair, 100 ml",YES,NO,variant,,60,70,70,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0545,Lux Soft Touch Bath Soap - 100 Gm,YES,NO,variant,,25,27,27,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0544,"Comfort After Wash Morning Fresh Fabric Conditioner, 860 ml",YES,NO,variant,,195,225,225,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0543,Pears Pure& Gentle Bath Soap - 100gm,YES,NO,variant,,40,45,45,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0542,Relish - Mustard190,YES,NO,variant,,99,99,99,10,0,1,10,"<p>nice-product</p>
",,,,,NO
KR0541,Cycle Lia Chandanam Agarbathies - 130gm,YES,NO,variant,,50,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0540,rin surf 1kg,YES,NO,variant,,80,80,80,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0539,Super Vasmol 33 Kesh Kala Hair Oil - 100ml,YES,NO,variant,,52,52,52,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0538,Spanish Olives Pitted Queen,YES,NO,variant,,288,288,288,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0536,Bingo Yumitos Salt Sprinkled Potato Chips 100 g,YES,NO,variant,,25,120,120,10,0,1,10,"<p>nice product</p>
",,,,,NO
