sku,name,active,variants,variantType,variantName,price,discountedPrice,purchasePrice,quantity,shippingWt,minQuanity,maxQuantity,productDescription,hsnCode,gst,color,keywords,out_of_stock
KR0219,"Good life Urad Dal/Split, 1 kg Pouch",NO,NO,variant,,140,160,160,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0216,Good Life Chilka Moong Dal 1 kg,NO,NO,variant,,138,120,120,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0214,Good Life Roasted Chana Dal / Bengal Gram Split 200 g,NO,NO,variant,,25,45,45,10,0,1,10,"<p>good&nbsp; product</p>
",,,,,NO
VG0213,chamagadda 500g,NO,NO,variant,,20,90,90,10,0,1,10,"<p>good product</p>
",,,,,NO
VG0211,Ridge Gourd Beerakaya 500g,NO,NO,variant,,30,45,45,10,0,1,10,"<p>good product</p>
",,,,,NO
VG0205,Tomato 1kg,NO,NO,variant,,15,20,20,10,0,1,10,"<p>good product</p>
",,,,,NO
VG0204,"Brinjal - Green, Long, 500g",NO,NO,variant,,10,40,40,10,0,1,10,"<p>good product</p>
",,,,,NO
VG0203,"Brinjal - Purple, Long, 500 gm",NO,NO,variant,,10,50,50,10,0,1,10,"<p>good&nbsp; product</p>
",,,,,NO
CK0197,Heart Shape Vanilla cake,NO,NO,variant,,699,400,400,10,0,1,10,"<p>good&nbsp; product</p>
",,,,,NO
CK0191,Butterscotch cake,NO,NO,variant,,549,699,699,10,0,1,10,"<p>nice product</p>
",,,,,NO
CK0190,Butterscotch Treat cake,NO,NO,variant,,549,450,450,10,0,1,10,"<p>good product</p>
",,,,,NO
BK0176,Karachi Classic Soan Papdi 200 g (Carton),NO,NO,variant,,42,100,100,10,0,1,10,"<p>good product</p>
",,,,,NO
BK0175,Amul Masti Spiced Buttermilk 1 L (Tetra Pak),NO,NO,variant,,48,30,30,10,0,1,10,"<p>good products</p>
",,,,,NO
BK0174,kwality walls cornetto cone mini butterscortch,NO,NO,variant,,25,25,25,10,0,1,10,"<p>good product</p>
",,,,,NO
BK0166,"Parle Rusk - Real Elaich, 200 gm Carton",NO,NO,variant,,50,50,50,10,0,1,10,"<p>nice product</p>
",,,,,NO
FR0162,Coconut 1 pc (Approx 350 g - 600 g),NO,NO,variant,,30,25,25,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0158,Papaya - 1.5 kg,NO,NO,variant,,70,44,44,10,0,1,10,"<p>good product</p>
",,,,,NO
VG0152,Maggi Mushroom Penne Instant Pazzta 64 g,NO,NO,variant,,25,65,65,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0146," Pumpkin - Disco, 500 gm",NO,NO,variant,,40,40,40,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0140,Pro Nature Organic Chana Dal 500 g,NO,NO,variant,,95,150,150,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0139,Good Life White Til 100 g,NO,NO,variant,,20,40,40,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0137,Delicious Cooking Saunf 100 g,NO,NO,variant,,58,120,120,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0135,Good Life Big Mustard 100 g,NO,NO,variant,,15,20,20,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0134,"ASHIRVAD Salt - Table, Iodized, 1KG",NO,NO,variant,,20,30,30,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0133,Catch Sprinkler Table Salt 100 g,NO,NO,variant,,23,20,20,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0129,Parth Jaggery 950 g,NO,NO,variant,,65,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0125,Pears Green Imported 3 pcs (Pack),NO,NO,variant,,170,375,375,10,0,1,10,"<p>good product</p>
",,,,,NO
VG0123,chikkudukaya broad beans 500g,NO,NO,variant,,25,70,70,10,0,1,10,"<p>nice product</p>
",,,,,NO
VG0122," Beans - Cowpea, 500g",NO,NO,variant,,20,63,63,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0120,Set Wet Pro Vitamin B5 Cool Hold Styling Hair Gel 100 ml,YES,NO,variant,,98,62,96,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0118,Sri Gopal Gola Dry Coconut 500 g,NO,NO,variant,,155,40,40,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0117," Garlic - Peeled, 200 gm",NO,NO,variant,,28,43,43,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0115,Sweet Corn 1 pc (Approx 250 g - 450 g),NO,NO,variant,,10,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0114,Exo Touch & Shine Anti-Bacterial Round Dishwash Bar 700 g,NO,NO,variant,,58,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0113,Scrubz Lemon Power Dishwash Bar 400 g (Buy 3 Get 1 Free),NO,NO,variant,,92,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0112,Patanjali Tejus Coconut Hair Oil 200 ml,NO,NO,variant,,80,150,150,10,0,1,10,"<p>good product</p>
",,,,,NO
OM0111, Real Amla Hair Oil 300 ml,NO,NO,variant,,75,300,300,10,0,1,10,"<p>nice product</p>
",,,,,NO
OM0110,Parachute Advansed Jasmine Coconut Non-Sticky Hair Oil 300 ml,NO,NO,variant,,108,550,550,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0109,Delicious Selected Fig / Anjeer 100 g,NO,NO,variant,,200,950,950,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0107,Delicious Ordinary Almonds 100 g,NO,NO,variant,,175,400,400,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0106,"Good life Dry Fruits - Mixed, 500 gm Pouch",NO,NO,variant,,250,150,150,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0105,Good Life Almonds 500 g,NO,NO,variant,,290,280,280,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0102,Good Life Flax Seeds 100 g,NO,NO,variant,,20,120,120,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0092,Muskmelon - - 1 kg,NO,NO,variant,,20,40,40,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0089,Carrot Orange - 500 g,NO,NO,variant,,15,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0085,Dabur Honey 1 kg,NO,NO,variant,,350,600,600,10,0,1,10,"<p>nice product</p>
",,,,,NO
KR0079,Comfort After Wash Morning Fresh Fabric Conditioner 860 ml,NO,NO,variant,,195,60,60,10,0,1,10,"<p>good product</p>

<p>&nbsp;</p>
",,,,,NO
KR0078,Johnson & Johnson Baby skincare wipesd,NO,NO,variant,,235,350,350,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0077,Himalaya Baby Powder 200 g,NO,NO,variant,,130,450,450,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0062,Vim Lemon Concentrated Dishwash Gel 750 ml,NO,NO,variant,,150,150,150,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0061,Cucumber natu 1kg,NO,NO,variant,,20,35,35,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0060,Cucumber White 1KG,NO,NO,variant,,55,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
CK0037,Red velvet cake and chocolate with flowers,NO,NO,variant,,4898,700,700,10,0,1,10,1kg,,,,,NO
KR0025,Tulips Cotton Swabs 100 pcs,NO,NO,variant,,18,60,60,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0024,Dabur Nature Care Isabgol 375 g,NO,NO,variant,,240,300,300,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0012,Apple Granny Smith 4 pcs (Approx 450 g - 600 g),NO,NO,variant,,170,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
FR0006,Lemons 100g,NO,NO,variant,,15,50,50,10,0,1,10,"<p>good product</p>
",,,,,NO
KR0000,Good Life Sago 500 g,YES,NO,other,,50,40,0,10,0,1,10,"<p>good product</p>
",,,,,NO
BK0000,Mango cake,YES,NO,other,,849,500,0,,0,,,"<p>1 L</p>
",,,,,NO
JC0000,Real Fruit Canberry Juice 1L,YES,NO,other,,92,109,0,,0,,,"<p>1 L</p>
",,,,,NO
OM0000,Sundrop Heart Rice Bran Based Blended Oil 5 L,YES,NO,other,,962,604,0,,0,,,"<p>5 L</p>
",,,,,NO
KR0001,Good Life Chitra Rajma 200 g,YES,NO,other,,38,59,0,,0,,,"<p>500 g</p>
",,,,,NO
OM0001,Kitchen King Masala ,YES,NO,other,,110,110,0,,0,,,"<p>80g</p>
",,,,,NO
VG0000, Onion  1kg,YES,NO,other,,25,39,0,,0,,,"<p>1 KG</p>
",,,,,NO
OM0002,Best Farms Star Anise 30 g,YES,NO,other,,44,100,0,,0,,,"<p>50g</p>
",,,,,NO
TC0000,Lipton Honey Lemon Green Tea Bags 25 pcs,YES,NO,other,,158,103,0,,0,,,"<p>25 Tea bags</p>
",,,,,NO
FR0001,Raw Banana   1kg,YES,NO,other,,40,50,0,,0,,,"<p>12 Pieces</p>
",,,,,NO
OM0002,Good Life Poppy Seed 100 g,YES,NO,other,,188,100,0,,0,,,"<p>100g</p>
",,,,,NO
FR0004, Pumpkin ,YES,NO,other,,40,40,0,,0,,,"<p>1Kg</p>
",,,,,NO
KR0004,24 Mantra Organic Ragi Flour 500 g,YES,NO,other,,50,60,0,,0,,,"<p>1/2Kg</p>
",,,,,NO
OM0005,Good Life Green Cardamom 50 g,YES,NO,other,,215,140,0,,0,,,"<p>100g</p>
",,,,,NO
OM0006,Everest Black Pepper Powder 50 g,YES,NO,other,,78,108,0,,0,,,"<p>100 g</p>
",,,,,NO
KR0005,Broken Wheat / Daliya 1 kg,YES,NO,other,,50,50,0,,0,,,"<p>1Kg</p>
",,,,,NO
BK0001,Kwality Walls Oreo & Cream,YES,NO,other,,259,259,0,,0,,,"<p>700 ml</p>
",,,,,NO
MD0000,Britannia Cheese Slices 480 g (Pack),YES,NO,other,,200,555,0,,0,,,"<p>Pack of 2 476 g each</p>
",,,,,NO
OM0009,Good life Chilli Powder 100g,YES,NO,other,,32,32,0,,0,,,"<p>100 g</p>
",,,,,NO
SD0000,Maaza 1.2L,YES,NO,other,,58,80,0,,0,,,"<p>1 L</p>
",,,,,NO
JC0001,Real Fruit Power Orange Juice 1 L,YES,NO,other,,90,99,0,,0,,,"<p>1 L</p>
",,,,,NO
OM0010,Desi Kitchen Chhole Masala 100 g,YES,NO,other,,45,53,0,,0,,,"<p>100 g</p>
",,,,,NO
VG0007,Good Life Guntur Stemless Chilli 100 g,YES,NO,other,,45,55,0,,0,,,"<p>250g</p>
",,,,,NO
VG0008, Cabbage ,YES,NO,other,,10,10,0,,0,,,"<p>500 gm to 800 gm</p>
",,,,,NO
KR0006,24 Mantra Organic Moong Dal 500 g,YES,NO,other,,111,60,0,,0,,,"<p>500 g</p>
",,,,,NO
FR0008,Good Life Tamarind 500 g,YES,NO,other,,142,200,0,,0,,,"<p>1Kg</p>
",,,,,NO
OM0011,Priya Paneer Butter Masala Powder 50 g,YES,NO,other,,30,47,0,,0,,,"<p>40 g</p>
",,,,,NO
KR0007,Fortune Chakki Fresh Whole Wheat Atta 10 kg,YES,NO,other,,400,200,0,,0,,,"<p>1Kg</p>
",,,,,NO
KR0008,Good Life Superfine Thin Poha / Aval 1 kg,YES,NO,other,,52,50,0,,0,,,"<p>500 g</p>
",,,,,NO
KR0009,Maggi Nutri-licious Masala Instant Atta Noodles 290 g (Pouch),YES,NO,other,,82,150,0,,0,,,"<p>1Kg</p>
",,,,,NO
OM0012,Fortune Kachi Ghani Mustard Oil 1 L,YES,NO,other,,178,120,0,,0,,,"<p>1L</p>
",,,,,NO
BK0002,Kwality Walls Crunchilicious Butterscotch [ Ice Cream Tub ] â€“ 700ml,YES,NO,other,,140,220,0,,0,,,"<p>700 ml</p>
",,,,,NO
TC0001,Lipton Green Tea,YES,NO,other,,143,143,0,,0,,,"<p>25 units</p>
",,,,,NO
VG0013, Ridge Gaurd ,YES,NO,other,,35,35,0,,0,,,"<p>1Kg</p>
",,,,,NO
TC0003,Red Label Leaf Tea 1 kg,YES,NO,other,,480,109,0,,0,,,"<p>250 g</p>
",,,,,NO
VG0014,Cauliflower ,YES,NO,other,,24,24,0,,0,,,"<p>1 KG</p>
",,,,,NO
KR0011,Best Farms White Dry Peas / Vatana 500 g,YES,NO,other,,110,180,0,,0,,,"<p>1Kg</p>
",,,,,NO
VG0014,Ginger ,YES,NO,other,,12,12,0,,0,,,"<p>100 g</p>
",,,,,NO
KR0013,Best Farms Red Lobia / Chawli 500 g,YES,NO,other,,30,100,0,,0,,,"<p>1Kg</p>
",,,,,NO
OM0015,Good Life Ajwain 100 g,YES,NO,other,,48,100,0,,0,,,"<p>100g</p>
",,,,,NO
KR0015,Good Life Tur Dal 1 kg,YES,NO,other,,130,99,0,10,0,1,10,"<p>1 Kg</p>
",,,,,NO
JC0002,Paper Boat Aamras,YES,NO,other,,30,107,0,,0,,,"<p>1 L</p>
",,,,,NO
OM0016,Tata  Rock Salt ,YES,NO,other,,41,41,0,1,0,1,10,"<p>500 g</p>
",,,,,NO
OM0017,Good Life Black Pepper 200 g,YES,NO,other,,142,82,0,,0,,,"<p>100 g</p>
",,,,,NO
JC0003,Real Mixed Fruit Juice 1L,YES,NO,other,,105,167,0,,0,,,"<p>2L</p>
",,,,,NO
MD002,Amul Fresh Cooking Cream 1 L (Tetra Pak),YES,NO,other,,185,50,0,,0,,,"<p>1 Kg</p>
",,,,,NO
OM0020,Everest Chicken Masala 100 g,YES,NO,other,,70,50,0,,0,,,"<p>250g</p>
",,,,,NO
VG0019, Taro  500g,YES,NO,other,,20,40,0,,0,,,"<p>1Kg</p>
",,,,,NO
JC0004,Real Fruit Litchi Juice,YES,NO,other,,98,173,0,,0,,,"<p>2L</p>
",,,,,NO
FR0010,Raw Mango ,YES,NO,other,,100,100,0,,0,,,"<p>1Kg</p>
",,,,,NO
SD0001,Coca Cola 1.75L,YES,NO,other,,60,60,0,,0,,,"<p>1 L</p>
",,,,,NO
SD0002,7UP  2L,YES,NO,other,,65,60,0,,0,,,"<p>1 L</p>
",,,,,NO
KR0020,Besan 1KG ,YES,NO,other,,71,38,0,,0,,,"<p>500 g</p>
",,,,,NO
MD0003,Amul Taaza Homogenised Toned Long Life Milk 1 L (Tetra Pak),YES,NO,other,,62,30,0,,0,,,"<p>1 Kg</p>
",,,,,NO
BK0003,Black Forest cake,YES,NO,other,,549,200,0,,0,,,"<p>1 L</p>
",,,,,NO
VG0027, Cucumber french  500g,YES,NO,other,,60,60,0,,0,,,"<p>1Kg</p>
",,,,,NO
KR0022,Kellogg's Chocos Duet 375 g,YES,NO,other,,172,59,0,,0,,,"<p>6 units</p>
",,,,,NO
KR0024,Wheat Flour  5kg,YES,NO,other,,218,40,0,,0,,,"<p>1/2Kg</p>
",,,,,NO
OM0025, Everest Chat Masala  500g,YES,NO,other,,60,32,0,,0,,,"<p>100 g</p>
",,,,,NO
KR0025,Good Life Rice Flour / Atta 500 g,YES,NO,other,,25,100,0,,0,,,"<p>1Kg</p>
",,,,,NO
MD0004,Paneer 200g,YES,NO,other,,72,74,0,,0,,,"<p>200 g</p>
",,,,,NO
FR0012,Kiwi Green Zespri 3 pcs (Pack) (Approx 240 g - 300 g),YES,NO,other,,62,69,0,,0,,,"<p>3 pcs</p>
",,,,,NO
VG0030, Bottle Eggplant  500g,YES,NO,other,,25,25,0,,0,,,"<p>1Kg</p>
",,,,,NO
OM0027,Everest Cumin Powder 100 g,YES,NO,other,,50,49,0,,0,,,"<p>200 g</p>
",,,,,NO
BK0004,Mother Dairy Ice cream Vanilla,YES,NO,other,,180,180,0,,0,,,"<p>700 ml Buy 1 get 1 free</p>
",,,,,NO
BD0000,modern high fibre brown bread 400g,YES,NO,other,,40,45,0,,0,,,"<p>200 g</p>
",,,,,NO
OM0031,Chicken Masala,YES,NO,other,,62,62,0,,0,,,"<p>100 g</p>
",,,,,NO
KR0028,Ambika No.4 Appalam 180 g,YES,NO,other,,90,90,0,,0,,,"<p>1 Pack</p>
",,,,,NO
KR0029,VSR Jowar Premium Millet Flour 500 g,YES,NO,other,,39,39,0,,0,,,"<p>500 g</p>
",,,,,NO
KR0033,Krishna Premium Idly Rawa 1 kg,YES,NO,other,,172,172,0,,0,,,"<p>1 kg</p>
",,,,,NO
JC0006,Tropicana Apple Delight 1L,YES,NO,other,,68,19,0,,0,,,"<p>200 ml</p>
",,,,,NO
VG0036,Green Chilli 200g,YES,NO,other,,10,70,0,,0,,,"<p>1Kg</p>
",,,,,NO
JC0007,Paper Boat coconut water,YES,NO,other,,35,36,0,,0,,,"<p>200 ml</p>
",,,,,NO
SD0005,Coca Cola Diet 300ml,YES,NO,other,,35,30,0,,0,,,"<p>300 ML</p>
",,,,,NO
OM0035,Good Life Guntur Stemless Chilli 100 g,YES,NO,other,,45,50,0,,0,,,"<p>250g</p>
",,,,,NO
VG0039,Good Life Soya Wadi / Chunks 500 g,YES,NO,other,,57,40,0,,0,,,"<p>1Kg</p>
",,,,,NO
TC0004,Nescafe Classic Coffee 100g (jar),YES,NO,other,,282,513,0,,0,,,"<p>200 g</p>
",,,,,NO
BD0001,Modern Multigrain Superseed Bread 400 g,YES,NO,other,,44,30,0,,0,,,"<p>200 g</p>
",,,,,NO
VG0042,Safal Frozen Green Peas 500 g,YES,NO,other,,44,44,0,,0,,,"<p>1 KG</p>
",,,,,NO
TC0005,Brook Bond Red Label Tea 500g,YES,NO,other,,290,335,0,,0,,,"<p>1 Kg</p>
",,,,,NO
BK0005, Velvet Love,YES,NO,other,,799,250,0,,0,,,"<p>500 ml</p>
",,,,,NO
MD0006,Classic curd,YES,NO,other,,20,40,0,,0,,,"<p>250 g</p>
",,,,,NO
OM0039,Three Mango Pickle Mirch Powder 500 g,YES,NO,other,,305,100,0,,0,,,"<p>50g</p>
",,,,,NO
KR0039,Kabuli Channa,YES,NO,other,,51,51,0,,0,,,"<p>500 g</p>
",,,,,NO
MD0008, Soya Chaap ,YES,NO,other,,120,120,0,,0,,,"<p>1Kg</p>
",,,,,NO
OM0040,Good life  Fennel Seeds  500g,YES,NO,other,,38,30,0,,0,,,"<p>10g</p>
",,,,,NO
OM0041,Soyabean oil,YES,NO,other,,99,99,0,,0,,,"<p>1 L</p>
",,,,,NO
SD0006,Mirinda orange 2.25L,YES,NO,other,,68,57,0,,0,,,"<p>1.5 L</p>
",,,,,NO
VG0046, Cluster Beans  500g,YES,NO,other,,25,40,0,,0,,,"<p>1Kg</p>
",,,,,NO
OM0042,good life Red Chilli Powder 100g,YES,NO,other,,32,90,0,,0,,,"<p>1Kg</p>
",,,,,NO
FR0021, Mango ,YES,NO,other,,100,100,0,,0,,,"<p>1 Kg</p>
",,,,,NO
KR0039, Millet Flour ,YES,NO,other,,70,70,0,,0,,,"<p>1/2Kg</p>
",,,,,NO
OM0043,Good Life Turmeric Powder 100 g,YES,NO,other,,20,27,0,,0,,,"<p>100 g</p>
",,,,,NO
OM0044,Siega Extra Virgin Olive Oil 1 L,YES,NO,other,,599,1366,0,,0,,,"<p>5 l</p>
",,,,,NO
FR0022,Pomegranate ,YES,NO,other,,155,155,0,,0,,,"<p>4 pcs</p>
",,,,,NO
TC0006,Tata Premium Tea,YES,NO,other,,319,319,0,,0,,,"<p>1 Kg Pouch</p>
",,,,,NO
FR0023,Banana ,YES,NO,other,,15,15,0,,0,,,"<p>500 g</p>
",,,,,NO
FR0024,Kinnow ,YES,NO,other,,90,90,0,,0,,,"<p>1Kg</p>
",,,,,NO
KR0040,Saffron ,YES,NO,other,,300,300,0,,0,,,"<p>50g</p>
",,,,,NO
OM0045, Rasam  Powder ,YES,NO,other,,100,100,0,,0,,,"<p>250g</p>
",,,,,NO
OM0047,Delicious Green Cardamom 20 g,YES,NO,other,,204,140,0,,0,,,"<p>100g</p>
",,,,,NO
BD0002,Britania white Bread,YES,NO,other,,25,25,0,,0,,,"<p>200 g</p>
",,,,,NO
OM0048,Good Life Jeera 200 g,YES,NO,other,,55,100,0,,0,,,"<p>50g</p>
",,,,,NO
VG0050,Best Farms Frozen Green Peas 500 g Pouch,YES,NO,other,,82,50,0,,0,,,"<p>1Kg</p>
",,,,,NO
OM0049,Good life Bay leaves 25g,YES,NO,other,,17,45,0,,0,,,"<p>250g</p>
",,,,,NO
KR0041,Good Life Jeera 500 g,YES,NO,other,,110,119,0,,0,,,"<p>500 g</p>
",,,,,NO
OM0050, Dried Ginger ,YES,NO,other,,100,100,0,,0,,,"<p>10g</p>
",,,,,NO
VG0051, Drumstick ,YES,NO,other,,60,60,0,,0,,,"<p>1Kg</p>
",,,,,NO
KR0042,Caraway Seeds ,YES,NO,other,,100,100,0,,0,,,"<p>10</p>
",,,,,NO
VG0052, Pahari Potato ,YES,NO,other,,40,40,0,,0,,,"<p>1kg</p>
",,,,,NO
KR0043,Methi seeds,YES,NO,other,,46,46,0,,0,,,"<p>100 g</p>
",,,,,NO
KR0044,Wheat Flour ,YES,NO,other,,252,252,0,,0,,,"<p>5 Kg</p>
",,,,,NO
KR0045,Good Life Raw Peanuts 500 g,YES,NO,other,,82,250,0,,0,,,"<p>1Kg</p>
",,,,,NO
JC0008,B Natural Guava Juice,YES,NO,other,,77,77,0,,0,,,"<p>1 L</p>
",,,,,NO
FR0025,B Natural Litchi Juice 1 L,YES,NO,other,,55,120,0,,0,,,"<p>1Kg</p>
",,,,,NO
VG0053,Beetroot ,YES,NO,other,,6,6,0,,0,,,"<p>250 g</p>
",,,,,NO
VG0054,24 Mantra Organic Fenugreek 100 g,YES,NO,other,,35,40,0,,0,,,"<p>1 Kg</p>
",,,,,NO
VG0055,Cucumber ,YES,NO,other,,24,24,0,,0,,,"<p>1KG</p>
",,,,,NO
KR0046, Tata Salt ,YES,NO,other,,18,18,0,,0,,,"<p>1 kg</p>
",,,,,NO
KR0047,Aashirvaad Atta,YES,NO,other,,405,405,0,,0,,,"<p>10 kg</p>
",,,,,NO
FR0026, Desi Corn ,YES,NO,other,,10,10,0,,0,,,"<p>1 Piace</p>
",,,,,NO
OM0051,Sunflower oil,YES,NO,other,,80,80,0,,0,,,"<p>1 L</p>
",,,,,NO
KR0048, Puffed Rice ,YES,NO,other,,50,50,0,,0,,,"<p>1Kg</p>
",,,,,NO
OM0052,Garam Masala ,YES,NO,other,,75,60,0,,0,,,"<p>100g</p>
",,,,,NO
OM0053,Best farma Mace ,YES,NO,other,,115,100,0,,0,,,"<p>100g</p>
",,,,,NO
TC0007,BRU Gold Instant Coffee,YES,NO,other,,143,143,0,,0,,,"<p>50 g</p>
",,,,,NO
VG0056, Small Eggplant  500g,YES,NO,other,,10,30,0,,0,,,"<p>1Kg</p>
",,,,,NO
BK0006,Fruit N Nut Amul Ice Cream,YES,NO,other,,30,30,0,,0,,,"<p>125 ml</p>
",,,,,NO
VG0058/, Sweet Potato,YES,NO,other,,40,40,0,,0,,,"<p>1Kg</p>
",,,,,NO
TC0008,Aarambh Kadak Tea 250 g,YES,NO,other,,52,193,0,,0,,,"<p>1 Kg Pouch</p>
",,,,,NO
VG0059,MTR Ready To Eat Palak Paneer 300 g,YES,NO,other,,130,20,0,,0,,,"<p>500 gm</p>
",,,,,NO
MD0009,Kissan Mixed Fruit Jam 500 g,YES,NO,other,,144,75,0,,0,,,"<p>500 g</p>
",,,,,NO
SD0008,Fanta Orange 1.75L,YES,NO,other,,68,50,0,,0,,,"<p>1 L</p>
",,,,,NO
JC0009,Real Active Apple Juice 1L,YES,NO,other,,90,100,0,,0,,,"<p>1 L</p>
",,,,,NO
OM0056,Delicious Cloves 20 g,YES,NO,other,,58,100,0,,0,,,"<p>100g</p>
",,,,,NO
BD0003,Harvest White Bread,YES,NO,other,,30,30,0,,0,,,"<p>200 g</p>
",,,,,NO
SD0009,Pepsi 2L,YES,NO,other,,60,60,0,,0,,,"<p>1 L</p>
",,,,,NO
OM0058,LG Compounded Hing 100 g,YES,NO,other,,140,59,0,,0,,,"<p>50 g</p>
",,,,,NO
OM0059,Pro Nature 100% Organic Mustard Seeds 200 g,YES,NO,other,,45,100,0,,0,,,"<p>200g</p>
",,,,,NO
TC0009,Nescafe Classic Instant Coffee Powder 25 g,YES,NO,other,,72,261,0,,0,,,"<p>50 g</p>
",,,,,NO
OM0060,Delicious Cassia Bark 50 g,YES,NO,other,,108,150,0,,0,,,"<p>100g</p>
",,,,,NO
OM0061,Everest Super Sambhar Masala 100 g,YES,NO,other,,45,53,0,,0,,,"<p>100 g</p>
",,,,,NO
OM0062,Pro Nature 100% Organic White Sesame 200 g,YES,NO,other,,116,100,0,,0,,,"<p>100g</p>
",,,,,NO
FR0033, Gooseberry ,YES,NO,other,,100,100,0,,0,,,"<p>1/2Kg</p>
",,,,,NO
MD0012, Amul Butter  500g,YES,NO,other,,225,220,0,,0,,,"<p>500 g</p>
",,,,,NO
KR0056,Maida 1kg,YES,NO,other,,37,37,0,,0,,,"<p>1 Kg</p>
",,,,,NO
VR0070,French beans -500g,YES,NO,other,,25,25,0,,0,,,"<p>1Kg</p>
",,,,,NO
KR0057, MTR  Instant Vermicelli ,YES,NO,other,,100,100,0,,0,,,"<p>1Kg</p>
",,,,,NO
JC0010,Real Fruit Orange Juice,YES,NO,other,,85,85,0,,0,,,"<p>1 L</p>
",,,,,NO
BK0008,Amul Chocolate Brownie,YES,NO,other,,200,200,0,,0,,,"<p>1 L Tub</p>
",,,,,NO
